gene	source	article_id	pmid	pmcid	doi	title	year	url	text_mentions_perturbation	text_mentions_metabolism	text_mentions_PDCA_model	evidence_status	intervention_direction	metabolite_or_flux_measured	rescue	opposing_result	reading_depth
SLC25A1	MED	37695315	37695315	PMC10840918	10.1158/0008-5472.can-22-2679	Oncogenic KRASG12D Reprograms Lipid Metabolism by Upregulating SLC25A1 to Drive Pancreatic Tumorigenesis.	2023	https://europepmc.org/article/MED/37695315	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC25A1	MED	41193425	41193425	PMC12589638	10.1038/s41467-025-64734-y	The integral membrane protein smim4 modulates redox balance via malate compartmentalization in pancreatic cancer.	2025	https://europepmc.org/article/MED/41193425	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC25A1	PPR	PPR967779			10.1101/2025.01.15.633097	Cytosolic transport of citrate protects nutrient-austere pancreatic cancer from ferroptosis	2025	https://europepmc.org/article/PPR/PPR967779	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC25A20	MED	36533672	36533672	PMC10108231	10.1002/ijc.34404	Chronic acidosis rewires cancer cell metabolism through PPARα signaling.	2023	https://europepmc.org/article/MED/36533672	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC25A20	MED	40521210	40521210	PMC12160018	10.7150/thno.114912	Loss of &lt;i&gt;SLC25A20&lt;/i&gt; in Pancreatic Adenocarcinoma Reversed the Tumor-Promoting Effects of a High-Fat Diet.	2025	https://europepmc.org/article/MED/40521210	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC25A29	MED	36514121	36514121	PMC9746138	10.1186/s12967-022-03756-2	An extensive bioinformatics study on the role of mitochondrial solute carrier family 25 in PC and its mechanism behind affecting immune infiltration and tumor energy metabolism.	2022	https://europepmc.org/article/MED/36514121	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A1	MED	23934321	23934321		10.1007/s00280-013-2246-2	The association between the expression of solute carrier transporters and the prognosis of pancreatic cancer.	2013	https://europepmc.org/article/MED/23934321	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A1	MED	30889042	30889042	PMC6636684	10.1097/fpc.0000000000000375	An initial genetic analysis of gemcitabine-induced high-grade neutropenia in pancreatic cancer patients in CALGB 80303 (Alliance).	2019	https://europepmc.org/article/MED/30889042	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A1	MED	32967656	32967656	PMC7513525	10.1186/s12885-020-07420-0	Interferon-beta enhances sensitivity to gemcitabine in pancreatic cancer.	2020	https://europepmc.org/article/MED/32967656	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A1	MED	35327319	35327319	PMC8945828	10.3390/biomedicines10030517	The Class I HDAC Inhibitor Valproic Acid Strongly Potentiates Gemcitabine Efficacy in Pancreatic Cancer by Immune System Activation.	2022	https://europepmc.org/article/MED/35327319	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A1	PPR	PPR214786			10.21203/rs.3.rs-39801/v3	Interferon-beta enhances sensitivity to gemcitabine in pancreatic cancer	2020	https://europepmc.org/article/PPR/PPR214786	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A3	MED	23934321	23934321		10.1007/s00280-013-2246-2	The association between the expression of solute carrier transporters and the prognosis of pancreatic cancer.	2013	https://europepmc.org/article/MED/23934321	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A3	MED	32967656	32967656	PMC7513525	10.1186/s12885-020-07420-0	Interferon-beta enhances sensitivity to gemcitabine in pancreatic cancer.	2020	https://europepmc.org/article/MED/32967656	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A3	MED	35327319	35327319	PMC8945828	10.3390/biomedicines10030517	The Class I HDAC Inhibitor Valproic Acid Strongly Potentiates Gemcitabine Efficacy in Pancreatic Cancer by Immune System Activation.	2022	https://europepmc.org/article/MED/35327319	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A3	MED	41102292	41102292	PMC12533216	10.1038/s41598-025-21595-1	Evaluating cell-specific gene expression using single-cell and single-nuclei RNA-sequencing data from human pancreatic islets of the same donors.	2025	https://europepmc.org/article/MED/41102292	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC28A3	PPR	PPR214786			10.21203/rs.3.rs-39801/v3	Interferon-beta enhances sensitivity to gemcitabine in pancreatic cancer	2020	https://europepmc.org/article/PPR/PPR214786	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A1	MED	38240084	38240084	PMC10807649	10.3892/ijo.2024.5614	Altered histone acetylation patterns in pancreatic cancer cell lines induce subtype‑specific transcriptomic and phenotypical changes.	2024	https://europepmc.org/article/MED/38240084	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A1	MED	39564037	39564037	PMC11576072	10.7759/cureus.71896	Frequency Distributions of Alleles and Genotypes and Lung Cancer Risk of Polymorphisms DCK, SLC29A1, and SLC29A3 in South Indian Healthy Population.	2024	https://europepmc.org/article/MED/39564037	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A1	MED	40075743	40075743	PMC11899085	10.3390/cancers17050896	Mutant KRAS and GATA6 Stratify Survival in Patients Treated with Chemotherapy for Pancreatic Adenocarcinoma: A Prospective Cohort Study.	2025	https://europepmc.org/article/MED/40075743	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A1	MED	42220058	42220058		10.1002/bcp.70611	Pharmacogenomic profiling of the efficacy of gemcitabine monotherapy in metastatic pancreatic cancer: Subgroup analysis of the GENESECT study.	2026	https://europepmc.org/article/MED/42220058	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A1	PPR	PPR863191			10.20944/preprints202406.0274.v1	Elucidation of the Gemcitabine Transporters of Escherichia coli K-12 and Gamma-Proteobacteria Linked to Gemcitabine-Related Chemoresistance	2024	https://europepmc.org/article/PPR/PPR863191	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A2	MED	30889042	30889042	PMC6636684	10.1097/fpc.0000000000000375	An initial genetic analysis of gemcitabine-induced high-grade neutropenia in pancreatic cancer patients in CALGB 80303 (Alliance).	2019	https://europepmc.org/article/MED/30889042	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A2	MED	40807373	40807373	PMC12348900	10.3390/molecules30153200	Identification of Anticancer Target Combinations to Treat Pancreatic Cancer and Its Associated Cachexia Using Constraint-Based Modeling.	2025	https://europepmc.org/article/MED/40807373	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A2	PPR	PPR1044916			10.20944/preprints202506.2437.v1	Identification of Anticancer Target Combinations to Treat Pancreatic Cancer and Its Associated Cachexia Using Constraint-Based Modeling	2025	https://europepmc.org/article/PPR/PPR1044916	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A3	MED	32769566	32769566		10.1097/mph.0000000000001889	Rosai-Dorfman Disease and Exocrine Pancreatic Insufficiency in a Patient With a Germline SLC29A3 Mutation.	2021	https://europepmc.org/article/MED/32769566	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A3	MED	39564037	39564037	PMC11576072	10.7759/cureus.71896	Frequency Distributions of Alleles and Genotypes and Lung Cancer Risk of Polymorphisms DCK, SLC29A1, and SLC29A3 in South Indian Healthy Population.	2024	https://europepmc.org/article/MED/39564037	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A3	MED	40746173	40746173	PMC12819843	10.1210/clinem/dgaf430	Children With Diabetes and At Least One Non-Autoimmune Feature Should Be Considered for Monogenic Diabetes Testing.	2026	https://europepmc.org/article/MED/40746173	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A3	MED	42266385	42266385	PMC13245688	10.12890/2026_006206	An Unusual Syndromic Presentation in Diabetes: Histiocytosis-Lymphadenopathy Plus Syndrome.	2026	https://europepmc.org/article/MED/42266385	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC29A3	PPR	PPR1106172			10.1101/2025.10.22.684010	Macropinocytosis enables metabolic recycling of extracellular DNA in cancer cells	2025	https://europepmc.org/article/PPR/PPR1106172	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC38A3	MED	24075511	24075511		10.1016/j.pan.2013.06.006	Amino acid transporters expression in acinar cells is changed during acute pancreatitis.	2013	https://europepmc.org/article/MED/24075511	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC38A4	MED	30938753	30938753		10.1210/en.2019-00022	Increased SLC38A4 Amino Acid Transporter Expression in Human Pancreatic α-Cells After Glucagon Receptor Inhibition.	2019	https://europepmc.org/article/MED/30938753	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC38A4	MED	37480416	37480416		10.1007/s00125-023-05967-8	Hyperglucagonaemia in diabetes: altered amino acid metabolism triggers mTORC1 activation, which drives glucagon production.	2023	https://europepmc.org/article/MED/37480416	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC38A4	PPR	PPR1219261			10.64898/2026.03.18.710972	Stromal asparagine supports tumor adaptation to oxidative phosphorylation inhibition through SLC38A4-mediated metabolic coupling	2026	https://europepmc.org/article/PPR/PPR1219261	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC38A9	MED	29053970	29053970	PMC5704964	10.1016/j.cell.2017.09.046	mTORC1 Activator SLC38A9 Is Required to Efflux Essential Amino Acids from Lysosomes and Use Protein as a Nutrient.	2017	https://europepmc.org/article/MED/29053970	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC43A2	MED	39900725	39900725		10.1038/s41388-025-03283-6	Alcohol-induced C/EBP β-driven VIRMA decreases oxidative stress and promotes pancreatic ductal adenocarcinoma growth and metastasis via the m6A/YTHDF2/SLC43A2 pathway.	2025	https://europepmc.org/article/MED/39900725	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC43A2	PPR	PPR517817			10.21203/rs.3.rs-1721317/v1	Alcohol-induced C/EBP β-driven KIAA1429 decreases oxidative stress and promotes pancreatic cancer growth and metastasis via the m6A/YTHDF2/SLC43A2 pathway	2022	https://europepmc.org/article/PPR/PPR517817	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A14	MED	40522604	40522604		10.1007/s11030-025-11241-3	Computational theranostics strategy for pancreatic ductal adenocarcinoma.	2026	https://europepmc.org/article/MED/40522604	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A14	MED	41444422	41444422	PMC12800172	10.1038/s12276-025-01596-w	SLC6A14-mediated glutamine promotes SYTL4-CXCL8 axis activation to drive gemcitabine resistance and immune evasion in pancreatic cancer.	2025	https://europepmc.org/article/MED/41444422	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A14	MED	41802751	41802751		10.1136/gutjnl-2025-336116	SLC6A14-mediated carnitine transmembrane uptake from PPARγ&lt;sup&gt;+&lt;/sup&gt; cancer-associated fibroblasts promotes recurrence of pancreatic cancer.	2026	https://europepmc.org/article/MED/41802751	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A14	MED	41952621	41952621	PMC13329288	10.1042/bcj20250155	Dual targeting of SLC6A14 and autophagy/macropinocytosis enhances therapeutic efficacy in pancreatic ductal adenocarcinoma.	2026	https://europepmc.org/article/MED/41952621	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A14	MED	42323026	42323026		10.1016/j.bcp.2026.118182	Solute carrier family 6 member 14 (SLC6A14): Expression, function, regulation, and impact on tumor progression.	2026	https://europepmc.org/article/MED/42323026	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A15	PPR	PPR369238			10.21203/rs.3.rs-689703/v1	Exosomal microRNA-let-7b-5p Derived From Pancreatic Cancer Cells Possibly Promotes Insulin Resistance in C2C12 Myotube Cells by Targeting SLC6A15	2021	https://europepmc.org/article/PPR/PPR369238	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A19	MED	30936244	30936244		10.1042/bst20180250	Amino acid transporters in the regulation of insulin secretion and signalling.	2019	https://europepmc.org/article/MED/30936244	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A19	MED	39844660	39844660	PMC11815506	10.1210/endocr/bqaf016	Interaction of B0AT1 Deficiency and Diet on Metabolic Function and Diabetes Incidence in Male Nonobese Diabetic Mice.	2025	https://europepmc.org/article/MED/39844660	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A19	MED	41886457	41886457		10.1016/j.celrep.2026.117104	Gut glucose assimilation governs glucose homeostasis through reciprocal interaction between glucose and amino acid transporter.	2026	https://europepmc.org/article/MED/41886457	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A6	MED	28881752	28881752	PMC5581051	10.18632/oncotarget.16732	Integrated expression profiles analysis reveals novel predictive biomarker in pancreatic ductal adenocarcinoma.	2017	https://europepmc.org/article/MED/28881752	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A6	MED	35359382	35359382	PMC8960272	10.3389/fonc.2022.832277	Interaction Analysis of Adenovirus L5 Protein With Pancreatic Cancer Cell Surface Receptor to Analyze Its Affinity for Oncolytic Virus Therapy.	2022	https://europepmc.org/article/MED/35359382	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC6A6	MED	40458841	40458841	PMC12130737	10.1111/1753-0407.70100	Taurine Alleviates Pancreatic β-Cell Senescence by Inhibition of p53 Pathway.	2025	https://europepmc.org/article/MED/40458841	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A1	MED	30174228	30174228	PMC6197747	10.1016/j.molmet.2018.07.007	A PDX1-ATF transcriptional complex governs β cell survival during stress.	2018	https://europepmc.org/article/MED/30174228	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A1	MED	39090535	39090535	PMC11292871	10.1186/s12876-024-03345-1	Autophagy-mediated ferroptosis is involved in development of severe acute pancreatitis.	2024	https://europepmc.org/article/MED/39090535	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A5	MED	38395519	38395519		10.1016/j.jphs.2024.01.007	Inhibition of amino acid transporter LAT1 in cancer cells suppresses G0/G1-S transition by downregulating cyclin D1 via p38 MAPK activation.	2024	https://europepmc.org/article/MED/38395519	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A5	MED	38402198	38402198	PMC10894212	10.1038/s41420-024-01862-2	ALYREF-JunD-SLC7A5 axis promotes pancreatic ductal adenocarcinoma progression through epitranscriptome-metabolism reprogramming and immune evasion.	2024	https://europepmc.org/article/MED/38402198	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A5	MED	41135873	41135873	PMC13316515	10.1016/j.jare.2025.10.030	KRAS/ACTN4/p65-NR2A axis mediates glutamine-glutamate metabolic coupling between schwann cells and pancreatic cancer promoting perineural invasion.	2026	https://europepmc.org/article/MED/41135873	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A5	MED	41331677	41331677	PMC12673697	10.1186/s40170-025-00415-0	Sustained reductions in valine and isoleucine mediate anti-cancer pharmacological effects of inhibiting amino acid transporter LAT1 in cancer cells.	2025	https://europepmc.org/article/MED/41331677	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A5	MED	42021821	42021821	PMC13097200	10.47176/mjiri.39.159	Diagnostic Accuracy of CircRNAs for Detecting Gastrointestinal Cancers: An Updated Meta-analysis.	2025	https://europepmc.org/article/MED/42021821	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A6	MED	37823053	37823053	PMC10562705	10.3389/fonc.2023.1251100	CD98 heavy chain as a prognostic biomarker and target for cancer treatment.	2023	https://europepmc.org/article/MED/37823053	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A6	MED	41043754	41043754		10.1016/j.ijbiomac.2025.148008	Structural characterization and functional role of SLC7A6 in GSSG transport and Ferroptosis regulation.	2025	https://europepmc.org/article/MED/41043754	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A8	MED	24075511	24075511		10.1016/j.pan.2013.06.006	Amino acid transporters expression in acinar cells is changed during acute pancreatitis.	2013	https://europepmc.org/article/MED/24075511	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A8	MED	30419950	30419950	PMC6233565	10.1186/s13046-018-0947-4	LAT2 regulates glutamine-dependent mTOR activation to promote glycolysis and chemoresistance in pancreatic cancer.	2018	https://europepmc.org/article/MED/30419950	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC7A8	MED	33205067	33205067	PMC7659536	10.1016/j.xcrm.2020.100058	Elevated Serum Amino Acids Induce a Subpopulation of Alpha Cells to Initiate Pancreatic Neuroendocrine Tumor Formation.	2020	https://europepmc.org/article/MED/33205067	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
